,Year Released,Artist/Group,Track,Length,Genre,Debut Date,Peak Date,Week,Rank,WeekDate,InvertedRank,Track Length in Seconds,Time to Peak
5252,2000,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,17,79.0,2000-06-17,22.0,268,7
5255,2000,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,17,91.0,2000-12-30,10.0,253,11
5256,2000,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,2000-08-05,17,98.0,2000-10-14,3.0,234,7
5258,2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,17,91.0,2000-03-18,10.0,236,9
5265,2000,3 Doors Down,Loser,4:24,Rock,2000-10-21,2000-12-02,17,75.0,2001-02-17,26.0,264,6
5266,2000,Brooks & Dunn,You'll Always Be Loved By Me,2:58,Country,2000-06-10,2000-09-09,17,86.0,2000-10-07,15.0,178,13
5267,2000,"Chesney, Kenny",What I Need To Do,4:05,Country,2000-04-01,2000-06-10,17,95.0,2000-07-29,6.0,245,10
5268,2000,"Stone, Angie",No More Rain (In This Cloud),4:42,R&B,1999-12-25,2000-01-22,17,100.0,2000-04-22,1.0,282,4
5269,2000,Da Brat,That's What I'm Looking For,3:44,Rap,2000-02-26,2000-04-15,17,94.0,2000-06-24,7.0,224,7
5271,2000,Papa Roach,Last Resort,3:19,Rock,2000-07-29,2000-12-02,17,64.0,2000-11-25,37.0,199,18
5272,2000,"Adams, Yolanda",Open My Heart,5:30,Gospel,2000-08-26,2000-10-21,17,67.0,2000-12-23,34.0,330,8
5277,2000,"Henley, Don",Taking You Home,4:08,Rock,2000-06-24,2000-08-05,17,83.0,2000-10-21,18.0,248,6
5280,2000,Sister Hazel,Change Your Mind,4:02,Rock,2000-07-15,2000-08-05,17,100.0,2000-11-11,1.0,242,3
5289,2000,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,17,90.0,2000-07-29,11.0,199,8
5291,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,17,100.0,2000-12-02,1.0,252,2
5293,2000,"Price, Kelly",You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,17,86.0,2001-01-20,15.0,192,10
5296,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,17,100.0,2001-03-10,1.0,244,4
5306,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,17,78.0,2000-11-25,23.0,321,11
5310,2000,"Anthony, Marc",My Baby You,3:59,Latin,2000-09-16,2000-10-07,17,94.0,2001-01-13,7.0,239,3
5316,2000,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,Country,2000-09-09,2000-09-16,17,86.0,2001-01-06,15.0,213,1
5335,2000,Metallica,I Disappear,4:26,Rock,2000-05-13,2000-06-17,17,98.0,2000-09-09,3.0,266,5
5360,2000,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,2000-09-16,17,93.0,2000-11-04,8.0,224,10
5362,2000,Limp Bizkit,Re-Arranged,4:08,Rock,1999-12-04,2000-02-05,17,93.0,2000-04-01,8.0,248,9
5389,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,18,1.0,2001-01-27,100.0,218,8
5390,2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,18,1.0,2000-06-17,100.0,258,8
5391,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,18,2.0,2000-02-26,99.0,247,14
5392,2000,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,18,16.0,2000-12-16,85.0,225,5
5393,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,18,22.0,2000-12-09,79.0,218,10
5394,2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,18,7.0,2000-10-21,94.0,257,10
5395,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,18,3.0,2000-04-29,98.0,271,12
5396,2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,18,14.0,2000-08-05,87.0,216,12
5397,2000,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,18,10.0,2000-10-28,91.0,232,7
5398,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,18,40.0,1999-10-09,61.0,265,39
5399,2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,18,10.0,2000-09-09,91.0,190,12
5400,2000,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,18,15.0,2000-04-01,86.0,198,7
5401,2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,18,6.0,2000-05-27,95.0,241,25
5402,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,18,29.0,2000-09-16,72.0,232,26
5403,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,18,2.0,2000-07-22,99.0,243,13
5404,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,18,3.0,2000-09-02,98.0,252,12
5405,2000,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,18,57.0,2000-04-15,44.0,254,10
5406,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,18,3.0,2000-03-11,98.0,244,24
5407,2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,18,2.0,2000-12-23,99.0,230,15
5408,2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,18,3.0,2001-02-03,98.0,223,13
5409,2000,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,18,14.0,2000-07-22,87.0,261,7
5410,2000,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,18,7.0,2000-07-01,94.0,230,14
5411,2000,98¡,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,18,84.0,2000-12-23,17.0,204,6
5412,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,18,3.0,2000-09-16,98.0,228,14
5413,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,18,18.0,2000-08-12,83.0,233,31
5414,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,18,3.0,2000-06-03,98.0,245,16
5415,2000,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,18,29.0,2000-08-19,72.0,240,11
5416,2000,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,18,5.0,2000-01-08,96.0,256,18
5417,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,18,11.0,2000-05-06,90.0,297,26
5418,2000,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,18,4.0,2000-02-26,97.0,274,16
5419,2000,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,18,12.0,2000-06-03,89.0,195,11
5420,2000,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,18,88.0,2000-09-09,13.0,282,7
5421,2000,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,18,8.0,2000-12-16,93.0,246,15
5422,2000,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,18,17.0,2001-01-13,84.0,199,13
5423,2000,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,18,9.0,2000-02-26,92.0,226,13
5424,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,18,17.0,2000-04-01,84.0,231,6
5425,2000,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,18,11.0,2000-06-24,90.0,232,13
5426,2000,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,18,12.0,2001-02-03,89.0,263,9
5427,2000,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,18,23.0,2000-11-04,78.0,236,9
5428,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,18,19.0,2000-05-06,82.0,234,11
5429,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,18,9.0,2000-09-09,92.0,189,11
5430,2000,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,18,8.0,2000-03-18,93.0,243,16
5431,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,18,16.0,2000-04-08,85.0,172,11
5432,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,1999-12-11,2000-01-29,18,60.0,2000-04-15,41.0,209,7
5433,2000,"Badu, Erkyah",Bag Lady,5:03,Rock,2000-08-19,2000-10-07,18,38.0,2000-12-23,63.0,303,7
5434,2000,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,18,10.0,2000-07-08,91.0,203,5
5435,2000,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,18,57.0,2000-01-15,44.0,316,45
5436,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,18,11.0,2000-09-02,90.0,257,20
5437,2000,Next,Wifey,4:03,Rock,2000-05-27,2000-09-09,18,12.0,2000-09-30,89.0,243,15
5439,2000,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,18,14.0,2000-05-27,87.0,228,13
5440,2000,"Spears, Britney",Oops!.. I Did It Again,3:30,Rock,2000-04-22,2000-06-10,18,85.0,2000-08-26,16.0,210,7
5441,2000,"Backstreet Boys, The",Shape Of My Heart,3:49,Rock,2000-10-14,2000-12-02,18,63.0,2001-02-17,38.0,229,7
5442,2000,Everclear,Wonderful,4:30,Rock,2000-07-08,2000-09-30,18,28.0,2000-11-11,73.0,270,12
5443,2000,Ja Rule,Between Me And You,4:05,Rap,2000-09-16,2000-11-18,18,30.0,2001-01-20,71.0,245,9
5444,2000,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,18,16.0,2000-09-30,85.0,222,11
5445,2000,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,18,23.0,2000-03-04,78.0,184,13
5446,2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),3:50,Rap,2000-10-28,2000-12-30,18,28.0,2001-03-03,73.0,230,9
5447,2000,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,18,20.0,2000-09-09,81.0,263,12
5448,2000,Filter,Take A Picture,4:23,Rock,1999-11-27,2000-02-05,18,24.0,2000-04-01,77.0,263,10
5449,2000,"Martin, Ricky",She Bangs,4:02,Latin,2000-10-07,2000-12-02,18,100.0,2001-02-10,1.0,242,8
5450,2000,Mystikal,Shake Ya Ass,4:46,Rap,2000-08-12,2000-10-28,18,30.0,2000-12-16,71.0,286,11
5451,2000,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,18,16.0,2000-09-02,85.0,215,13
5452,2000,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,18,92.0,2000-06-03,9.0,270,4
5453,2000,Third Eye Blind,Never Let You Go,3:57,Rock,2000-01-22,2000-04-01,18,25.0,2000-05-27,76.0,237,10
5454,2000,Red Hot Chili Peppers,Otherside,4:13,Rock,2000-02-12,2000-05-27,18,16.0,2000-06-17,85.0,253,15
5455,2000,Profyle,Liar,3:57,R&B,2000-09-16,2000-10-28,18,81.0,2001-01-20,20.0,237,6
5456,2000,Barenaked Ladies,Pinch Me,3:46,Rock,2000-09-09,2000-11-25,18,20.0,2001-01-13,81.0,226,11
5457,2000,Jagged Edge,He Can't Love U,3:30,Rock,1999-12-11,2000-01-08,18,65.0,2000-04-15,36.0,210,4
5458,2000,504 Boyz,Wobble Wobble,3:35,Rap,2000-04-15,2000-05-06,18,96.0,2000-08-19,5.0,215,3
5459,2000,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,18,19.0,2000-09-16,82.0,232,15
5460,2000,Jay-Z,Big Pimpin',3:55,Rap,2000-04-22,2000-07-08,18,33.0,2000-08-26,68.0,235,11
5461,2000,Kid Rock,Only God Knows Why,5:27,Rock,2000-02-19,2000-04-15,18,62.0,2000-06-24,39.0,327,8
5462,2000,Foo Fighters,Learn To Fly,3:55,Rock,1999-10-16,2000-01-22,18,30.0,2000-02-19,71.0,235,14
5465,2000,Lil Bow Wow,Bounce With Me,3:22,Rap,2000-08-19,2000-09-16,18,90.0,2000-12-23,11.0,202,4
5466,2000,Westlife,Swear It Again,4:07,Rock,2000-04-01,2000-07-01,18,33.0,2000-08-05,68.0,247,13
5467,2000,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,18,24.0,2000-02-12,77.0,235,15
5468,2000,"Thomas, Carl",I Wish,3:50,Rock,2000-03-25,2000-05-13,18,44.0,2000-07-29,57.0,230,7
5471,2000,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,2000-12-16,18,34.0,2001-02-03,67.0,256,11
5474,2000,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,18,34.0,2000-11-11,67.0,205,9
5475,2000,"Brock, Chad",Yes!,3:22,Country,2000-04-08,2000-07-01,18,50.0,2000-08-12,51.0,202,12
5476,2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,Latin,1999-11-20,2000-02-12,18,93.0,2000-03-25,8.0,188,12
5477,2000,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,2000-11-04,18,41.0,2000-12-30,60.0,225,10
5478,2000,Avant,Separated,4:13,Rock,2000-04-29,2000-05-20,18,33.0,2000-09-02,68.0,253,3
5479,2000,"Rimes, LeAnn",Big Deal,3:03,Country,1999-10-16,2000-01-01,18,43.0,2000-02-19,58.0,183,11
5480,2000,IMx,Stay The Night,3:37,Rap,1999-10-09,2000-01-08,18,71.0,2000-02-12,30.0,217,13
5481,2000,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,2000-07-29,18,50.0,2000-09-30,51.0,158,9
5483,2000,Savage Garden,Crash And Burn,4:41,Rock,2000-04-08,2000-05-27,18,63.0,2000-08-12,38.0,281,7
5484,2000,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,18,26.0,2000-12-09,75.0,230,9
5485,2000,Sammie,I Like It,4:09,Rock,2000-01-29,2000-04-15,18,93.0,2000-06-03,8.0,249,11
5486,2000,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,2000-07-01,18,82.0,2000-08-26,19.0,234,10
5488,2000,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,18,68.0,2000-05-27,33.0,222,9
5490,2000,"Messina, Jo Dee",That's The Way,3:17,Country,2000-06-24,2000-08-26,18,46.0,2000-10-28,55.0,197,9
5491,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,18,73.0,2001-03-10,28.0,268,6
5492,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,18,32.0,2000-08-12,69.0,210,19
5493,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,18,65.0,2000-10-07,36.0,237,10
5494,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,18,42.0,2000-07-01,59.0,225,8
5495,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,18,56.0,2000-04-01,45.0,291,9
5496,2000,"McGraw, Tim",My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,18,53.0,2001-02-24,48.0,217,8
5497,2000,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,18,31.0,2000-12-23,70.0,255,15
5498,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,18,68.0,2000-08-12,33.0,410,8
5501,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,18,59.0,2000-03-11,42.0,247,12
5502,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,18,76.0,2000-07-29,25.0,192,7
5504,2000,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,2000-01-29,18,41.0,2000-04-01,60.0,273,9
5505,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,18,97.0,2000-05-20,4.0,255,5
5507,2000,"Jones, Donell",Where I Wanna Be,6:22,Rock,2000-04-22,2000-07-08,18,49.0,2000-08-26,52.0,382,11
5508,2000,"Paisley, Brad",We Danced,3:45,Country,2000-10-14,2000-12-16,18,84.0,2001-02-17,17.0,225,9
5509,2000,Lonestar,What About Now,3:30,Country,2000-06-10,2000-08-19,18,60.0,2000-10-14,41.0,210,10
5511,2000,"Keith, Toby",How Do You Like Me Now?!,3:29,Country,2000-01-29,2000-04-08,18,51.0,2000-06-03,50.0,209,10
5512,2000,"Strait, George",The Best Day,3:24,Country,2000-01-29,2000-04-22,18,49.0,2000-06-03,52.0,204,12
5513,2000,"Dixie Chicks, The",Without You,3:32,Country,2000-10-07,2000-12-23,18,43.0,2001-02-10,58.0,212,11
5514,2000,Musiq,Just Friends (Sunny),4:02,Rap,2000-10-14,2000-12-30,18,54.0,2001-02-17,47.0,242,11
5515,2000,"McEntire, Reba",What Do You Say,3:26,Country,1999-10-30,2000-01-29,18,60.0,2000-03-04,41.0,206,13
5516,2000,"Braxton, Toni",Just Be A Man About It,4:10,Rock,2000-07-29,2000-09-02,18,84.0,2000-12-02,17.0,250,5
5519,2000,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,2000-09-30,18,84.0,2000-12-16,17.0,224,7
5520,2000,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,2000-12-30,18,74.0,2001-02-24,27.0,336,10
5521,2000,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,2000-12-23,18,88.0,2001-02-24,13.0,234,9
5524,2000,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,2000-03-04,18,67.0,2000-06-03,34.0,255,5
5525,2000,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,2000-10-28,18,83.0,2001-01-13,18.0,232,7
5527,2000,"Vassar, Phil",Just Another Day In Paradise,3:54,Country,2000-09-30,2000-12-02,18,70.0,2001-02-03,31.0,234,9
5529,2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,2000-02-26,18,99.0,2000-05-20,2.0,240,6
5530,2000,Lucy Pearl,Dance Tonight,3:45,R&B,2000-05-20,2000-07-29,18,86.0,2000-09-23,15.0,225,10
5531,2000,"Jackson, Alan",It Must Be Love,2:53,Country,2000-06-24,2000-09-02,18,80.0,2000-10-28,21.0,173,10
5532,2000,"Griggs, Andy",She's More,3:19,Country,2000-03-11,2000-06-10,18,73.0,2000-07-15,28.0,199,13
5534,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,18,85.0,2001-02-10,16.0,240,7
5535,2000,Rascal Flatts,Prayin' For Daylight,3:36,Country,2000-05-06,2000-08-12,18,65.0,2000-09-09,36.0,216,14
5537,2000,"Gilman, Billy",One Voice,4:07,Country,2000-06-17,2000-09-02,18,95.0,2000-10-21,6.0,247,11
5538,2000,Lonestar,Smile,3:33,Country,1999-12-18,2000-02-12,18,78.0,2000-04-22,23.0,213,8
5539,2000,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,2000-05-06,18,84.0,2000-07-15,17.0,226,8
5540,2000,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,2000-04-08,18,99.0,2000-06-03,2.0,175,10
5541,2000,"Strait, George",Go On,3:48,Country,2000-08-26,2000-10-28,18,88.0,2000-12-30,13.0,228,9
5542,2000,Sisqo,Got To Get It,3:52,Rock,1999-11-20,2000-01-22,18,82.0,2000-03-25,19.0,232,9
5543,2000,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,2000-10-21,18,65.0,2000-11-25,36.0,197,13
5544,2000,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,18,94.0,2000-08-19,7.0,303,8
5545,2000,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,18,93.0,2000-06-10,8.0,313,10
5547,2000,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,18,92.0,2000-12-30,9.0,173,8
5548,2000,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,18,81.0,2000-11-18,20.0,220,9
5549,2000,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,18,66.0,2000-07-22,35.0,220,14
5551,2000,"Jackson, Alan",Pop A Top,3:04,Country,1999-11-13,2000-01-22,18,100.0,2000-03-18,1.0,184,10
5552,2000,"Black, Clint",Been There,5:28,Country,2000-02-19,2000-04-15,18,87.0,2000-06-24,14.0,328,8
5553,2000,Common,The Light,3:55,Rap,2000-08-05,2000-09-09,18,93.0,2000-12-09,8.0,235,5
5554,2000,"Vassar, Phil",Carlene,4:07,Country,2000-03-04,2000-04-22,18,96.0,2000-07-08,5.0,247,7
5558,2000,Ideal,Whatever,3:48,R&B,2000-06-10,2000-08-19,18,90.0,2000-10-14,11.0,228,10
5559,2000,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,18,82.0,2001-03-31,19.0,271,5
5561,2000,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,2000-06-17,18,62.0,2000-07-29,39.0,236,12
5562,2000,DMX,What You Want,4:05,Rap,2000-07-01,2000-09-23,18,89.0,2000-11-04,12.0,245,12
5566,2000,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,18,77.0,2000-09-02,24.0,196,15
5568,2000,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,2000-07-29,18,91.0,2000-09-16,10.0,263,11
5569,2000,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,18,82.0,2000-06-24,19.0,268,7
5572,2000,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,18,99.0,2001-01-06,2.0,253,11
5573,2000,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,2000-08-05,18,100.0,2000-10-21,1.0,234,7
5575,2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,18,89.0,2000-03-25,12.0,236,9
5582,2000,3 Doors Down,Loser,4:24,Rock,2000-10-21,2000-12-02,18,67.0,2001-02-24,34.0,264,6
5583,2000,Brooks & Dunn,You'll Always Be Loved By Me,2:58,Country,2000-06-10,2000-09-09,18,100.0,2000-10-14,1.0,178,13
5586,2000,Da Brat,That's What I'm Looking For,3:44,Rap,2000-02-26,2000-04-15,18,100.0,2000-07-01,1.0,224,7
5588,2000,Papa Roach,Last Resort,3:19,Rock,2000-07-29,2000-12-02,18,64.0,2000-12-02,37.0,199,18
5589,2000,"Adams, Yolanda",Open My Heart,5:30,Gospel,2000-08-26,2000-10-21,18,71.0,2000-12-30,30.0,330,8
5594,2000,"Henley, Don",Taking You Home,4:08,Rock,2000-06-24,2000-08-05,18,90.0,2000-10-28,11.0,248,6
5597,2000,Sister Hazel,Change Your Mind,4:02,Rock,2000-07-15,2000-08-05,18,98.0,2000-11-18,3.0,242,3
5606,2000,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,18,96.0,2000-08-05,5.0,199,8
5610,2000,"Price, Kelly",You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,18,85.0,2001-01-27,16.0,192,10
5623,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,18,89.0,2000-12-02,12.0,321,11
5627,2000,"Anthony, Marc",My Baby You,3:59,Latin,2000-09-16,2000-10-07,18,94.0,2001-01-20,7.0,239,3
5633,2000,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,Country,2000-09-09,2000-09-16,18,79.0,2001-01-13,22.0,213,1
5652,2000,Metallica,I Disappear,4:26,Rock,2000-05-13,2000-06-17,18,95.0,2000-09-16,6.0,266,5
5677,2000,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,2000-09-16,18,92.0,2000-11-11,9.0,224,10
5679,2000,Limp Bizkit,Re-Arranged,4:08,Rock,1999-12-04,2000-02-05,18,100.0,2000-04-08,1.0,248,9
5706,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,19,1.0,2001-02-03,100.0,218,8
5707,2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,19,8.0,2000-06-24,93.0,258,8
5708,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,19,1.0,2000-03-04,100.0,247,14
5709,2000,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,19,20.0,2000-12-23,81.0,225,5
5710,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,19,23.0,2000-12-16,78.0,218,10
5711,2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,19,8.0,2000-10-28,93.0,257,10
5712,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,19,5.0,2000-05-06,96.0,271,12
5713,2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,19,24.0,2000-08-12,77.0,216,12
5714,2000,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,19,9.0,2000-11-04,92.0,232,7
5715,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,19,43.0,1999-10-16,58.0,265,39
5716,2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,19,13.0,2000-09-16,88.0,190,12
5717,2000,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,19,18.0,2000-04-08,83.0,198,7
5718,2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,19,7.0,2000-06-03,94.0,241,25
5719,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,19,19.0,2000-09-23,82.0,232,26
5720,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,19,3.0,2000-07-29,98.0,243,13
5721,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,19,4.0,2000-09-09,97.0,252,12
5722,2000,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,19,82.0,2000-04-22,19.0,254,10
5723,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,19,3.0,2000-03-18,98.0,244,24
5724,2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,19,3.0,2000-12-30,98.0,230,15
5725,2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,19,7.0,2001-02-10,94.0,223,13
5726,2000,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,19,12.0,2000-07-29,89.0,261,7
5727,2000,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,19,9.0,2000-07-08,92.0,230,14
5728,2000,98¡,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,19,93.0,2000-12-30,8.0,204,6
5729,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,19,3.0,2000-09-23,98.0,228,14
5730,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,19,18.0,2000-08-19,83.0,233,31
